"id_q","reputation_a","votecount"
2559198,8827,5
2559231,979,1
2559243,408,3
2559246,47,1
2559246,2722,4
2559337,686,2
2559337,1144,2
2559351,2722,2
2559351,18,1
2559405,979,2
2559413,66,1
2559430,1596,1
2559430,31,1
2559435,103,1
2559442,84,1
2559450,2155,1
2559470,141,1
2559521,68,4
2559521,1,2
2559600,2017,3
2559600,48,2
2559613,40,3
2559614,633,3
2559627,21983,1
2559627,30408,1
2559631,26241,2
2559667,1314,1
2559667,672,1
2559679,1467,1
2559691,3425,1
2559693,686,1
2559701,18,7
2559702,1601,1
2559702,30,1
2559728,551,1
2559757,86,2
2559757,91,1
2559795,6650,1
2559835,116,3
2559855,1491,1
2559883,96,1
2559904,11,2
2559909,1601,3
2559925,1,2
2559931,1532,2
2559931,2155,1
2559934,96,4
2559953,451,1
2559953,6037,1
2559997,490,5
2559999,66,1
2560022,6,3
2560022,6,2
2560052,455,1
2560073,672,3
2560074,11,1
2560074,100,1
2560096,32,5
2560096,96,1
2560148,173,4
2560152,66,2
2560182,82,1
2560207,29,1
2560217,1230,2
2560218,119,5
2560218,2694,3
2560219,105,10
2560219,1,4
2560269,311,1
2560287,1,1
2560462,1,1
2560476,2565,2
2560607,1068,1
2560613,253,1
2560647,362,5
2560648,3,1
2560663,408,2
2560696,327,5
2560745,4774,1
2560763,1068,2
2560785,2131,2
2560841,6361,2
2560878,1,1
2560878,821,2
2560894,141,2
2560900,246,2
2560924,16,1
2560924,257,4
2560948,454,1
2560986,12224,1
2560986,66,1
2561007,774,5
2561040,86,3
2561040,2646,7
2561067,70,1
2561072,2066,2
2561072,220,1
2561106,31,2
2561145,1,5
2561145,411,2
2561187,1,1
2561187,96,2
2561235,327,3
2561249,383,1
2561249,1061,1
2561271,747,1
2561328,28,1
2561379,18,1
2561394,51,3
2561427,1,2
2561447,582,3
2561447,10550,1
2561480,150,9
2561493,556,2
2561493,13,3
2561508,2463,3
2561556,63,1
2561594,1490,1
2561594,66,1
2561617,200,4
2561617,462,2
2561619,48,1
2561654,760,1
2561663,6,2
2561666,156,4
2561666,8,1
2561681,19632,1
2561683,11,1
2561697,2463,12
2561697,756,1
2561739,173,3
2561791,2383,3
2561803,4119,1
2561803,1,1
2561826,2291,3
2561867,11,1
2561900,1990,2
2561900,496,2
2561902,3327,1
2561956,46,2
2561961,51,1
2562063,8,2
2562137,945,1
2562157,1727,1
2562163,2663,3
2562169,126,1
2562298,58,5
2562298,96,3
2562390,9001,1
2562401,2663,1
2562422,173,2
2562422,1400,2
2562442,173,2
2562473,142,2
2562473,2893,2
2562494,747,1
2562504,16,1
2562504,3893,2
2562523,556,2
2562542,795,1
2562549,11,1
2562673,14,1
2562682,6749,1
2562688,299,2
2562688,171,2
2562699,3212,1
2562726,1,2
2562784,305,1
2562787,1,1
2562832,734,2
2562865,46,2
2562865,289,1
2562905,49,1
2562905,1,1
2562909,3,4
2562918,1,2
2562919,1229,2
2562919,2037,2
2562924,1068,1
2562937,1765,1
2562943,672,1
2563022,161,3
2563022,148,1
2563034,1221,1
2563063,1271,1
2563101,173,2
2563101,383,1
2563120,146,1
2563134,1206,1
2563160,2037,2
2563172,501,1
2563172,3156,2
2563178,2226,1
2563188,2393,1
2563205,795,1
2563246,161,2
2563246,1804,1
2563273,66,2
2563291,1745,2
2563291,140,1
2563297,362,2
2563303,1087,3
2563321,6,3
2563337,2648,3
2563344,1214,1
2563344,672,2
2563357,1,2
2563389,3483,1
2563389,1,1
2563405,150,2
2563445,159,1
2563473,5592,1
2563473,2433,2
2563484,1463,1
2563484,13,1
2563490,566,2
2563514,548,1
2563529,156,1
2563550,1371,3
2563553,2463,3
2563553,43,2
2563566,502,2
2563580,86,2
2563580,75,3
2563584,1320,2
2563584,106,1
2563702,26,4
2563726,26,1
2563729,739,1
2563737,5589,4
2563755,760,1
2563759,2458,1
2563773,347,2
2563797,3402,2
2563797,457,1
2563827,11,1
2563827,173,3
2563830,16431,3
2563834,6749,2
2563887,2226,2
2563895,26,1
2563895,2131,1
2563899,190,2
2563899,173,2
2563933,99,6
2563953,29527,1
2563961,1418,1
2563961,117,2
2563984,608,5
2564006,149,1
2564050,21,2
2564067,177,1
2564067,66,1
2564073,590,2
2564085,739,1
2564092,26,7
2564097,3553,3
2564097,66,4
2564128,657,1
2564185,66,1
2564218,5472,6
2564290,161,1
2564290,1,2
2564312,75,1
2564359,1489,1
2564360,657,2
2564364,66,2
2564387,9351,1
2564393,3109,1
2564396,747,1
2564457,3402,1
2564489,16,1
2564532,64,7
2564564,151,2
2564605,1,1
2564630,916,1
2564669,5222,1
2564692,140,3
2564702,68,2
2564702,16,1
2564729,367,1
2564745,1078,3
2564745,1449,1
2564752,93,2
2564752,93,1
2564754,66,1
2564761,313,2
2564782,12,3
2564815,1660,3
2564827,1061,5
2564831,25,5
2564831,17903,2
2564835,184,1
2564840,1305,7
2564840,123,3
2564876,704,5
2564890,1,2
2564890,1727,1
2564934,332,3
2564936,1775,1
2564941,2799,1
2564941,16,1
2564945,775,9
2564945,21,1
2564972,76,3
2564983,1727,7
2564985,51,5
2564996,5120,11
2565009,446,1
2565064,324,1
2565097,37014,3
2565097,2463,10
2565116,96,2
2565144,156,1
2565153,621,4
2565153,7784,1
2565164,57,3
2565166,633,1
2565222,11,1
2565257,657,3
2565257,1,1
2565346,69,1
2565352,103,1
2565354,18,1
2565368,3554,2
2565368,1400,1
2565397,319,2
2565397,23,3
2565420,117,1
2565445,1229,2
2565445,52934,1
2565484,639,2
2565490,49402,2
2565490,117,1
2565562,10208,5
2565577,2537,2
2565619,347,6
2565654,1003,1
2565654,21,2
2565661,2722,2
2565661,597,1
2565683,3,2
2565683,106,2
2565764,2463,2
2565787,385,1
2565805,301,3
2565812,106,4
2565812,356,1
2565837,601,1
2565837,2980,1
2565909,32,5
2565957,805,1
2565982,21469,3
2566022,433,1
2566034,1,1
2566050,6298,2
2566076,92,1
2566090,1,1
2566090,1081,1
2566101,1,6
2566115,2980,1
2566119,3692,1
2566119,3692,1
2566151,32,1
2566213,338,3
2566226,99,1
2566249,173,1
2566278,18,3
2566307,641,2
2566323,11,1
2566360,783,1
2566370,747,1
2566381,747,2
2566381,1,3
2566406,747,3
2566433,299,3
2566438,76,1
2566514,173,1
2566529,32,1
2566529,2980,1
2566536,173,2
2566548,527,3
2566597,1597,2
2566619,4140,1
2566731,8220,1
2566740,1582,1
2566754,144,2
2566754,77,4
2566759,739,1
2566759,575,1
2566761,50649,1
2566792,3816,4
2566792,3966,3
2566810,1,1
2566810,1,1
2566819,136,7
2566821,6405,3
2566840,347,2
2566877,25,1
2566918,44359,3
2566922,2613,1
2566929,106,4
2566941,20113,1
2566996,8,1
2567008,168,1
2567018,779,9
2567027,106,2
2567048,1,3
2567048,540,2
2567060,161,1
2567069,1,1
2567078,551,1
2567107,89,1
2567114,2463,1
2567114,1817,5
2567130,34,2
2567130,77,1
2567140,2037,1
2567140,6749,1
2567167,90,1
2567167,708,2
2567174,3786,1
2567174,502,2
2567195,747,1
2567209,66,1
2567215,82,2
2567215,462,5
2567218,43,4
2567218,876,1
2567224,747,1
2567224,5984,1
2567279,50649,1
2567350,9,1
2567350,173,2
2567366,504,3
2567366,46,3
2567377,672,1
2567394,871,1
2567403,1,1
2567416,46,3
2567449,1134,9
2567449,1,4
2567483,399,2
2567483,521,3
2567497,136,2
2567559,18,4
2567559,413,2
2567595,289,2
2567600,161,1
2567611,893,2
2567642,47,1
2567663,531,2
2567677,1,1
2567686,1327,1
2567706,347,3
2567751,979,4
2567751,31,1
2567754,46,5
2567754,5957,1
2567767,141,3
2567767,201,2
2567799,855,2
2567799,38,1
2567825,501,1
2567830,4170,5
2567876,18,4
2567876,96,5
2567890,1577,1
2567956,89,2
2567957,23,3
2567960,8,1
2567960,305,1
2568082,61,1
2568129,42,2
2568139,6749,5
2568142,38,3
2568142,46,3
2568206,642,1
2568208,26,1
2568231,3402,5
2568257,1961,2
2568277,270,1
2568286,11,4
2568286,58,9
2568313,49,1
2568318,1230,2
2568318,818,3
2568427,1446,1
2568428,1,3
2568429,242,1
2568459,13,1
2568481,3402,3
2568490,11,2
2568501,260,1
2568535,182,1
2568609,99,3
2568615,385,2
2568653,79,3
2568668,1343,6
2568674,738,6
2568700,115,1
2568708,90,3
2568777,66,1
2568860,26,3
2568860,3402,2
2568875,26,5
2568876,353,1
2568887,3402,4
2568887,173,5
2568894,36,2
2568914,48,2
2568934,231,1
2568937,219,2
2568942,3,2
2568951,3132,2
2568999,26,5
2569010,3553,1
2569010,4119,1
2569021,120,5
2569023,173,3
2569069,1077,6
2569069,35,3
2569113,1,3
2569185,8,1
2569191,162,1
2569227,978,3
2569275,1,5
2569284,909,2
2569284,219,4
2569313,22,2
2569315,605,2
2569316,219,5
2569316,305,4
2569331,1492,2
2569364,556,1
2569391,979,2
2569391,1229,4
2569396,11,4
2569425,672,1
2569490,583,1
2569503,871,2
2569506,657,1
2569506,3132,2
2569544,219,4
2569544,231,1
2569651,96,1
2569662,6191,2
2569708,75,2
2569708,148,1
2569763,2296,2
2569773,657,3
2569773,1,2
2569780,1,1
2569782,881,5
2569782,68,11
2569838,1,2
2569838,473,1
2569851,1106,1
2569878,159,1
2569886,530,1
2569905,3903,1
2569908,3402,3
2569928,608,1
2569946,245,2
2569965,10391,2
2569965,937,2
2569982,775,1
2569998,26,1
2570010,994,1
2570023,530,2
2570023,126,3
2570061,54390,2
2570096,795,1
2570099,136,2
2570148,17903,2
2570152,521,4
2570176,1619,2
2570219,795,1
2570265,341,3
2570268,17903,2
2570269,17903,3
2570275,182,4
2570275,1,2
2570289,4709,5
2570299,1,2
2570356,32,1
2570359,51,2
2570359,4953,1
2570454,2463,1
2570454,454,1
2570467,2273,1
2570520,89,1
2570520,4709,1
2570551,16,2
2570561,16,1
2570568,366,1
2570637,329,1
2570640,8,1
2570668,5616,1
2570678,615,1
2570678,2040,1
2570691,1037,2
2570718,32,1
2570743,11,1
2570786,1579,4
2570786,8209,2
2570821,1291,1
2570830,686,1
2570846,21,2
2570846,2925,2
2570871,1,2
2570899,556,1
2570935,1087,2
2570946,59,1
2570957,7926,1
2570959,182,2
2570966,3132,3
2571002,46,2
2571026,1037,3
2571093,146,1
2571097,1037,7
2571097,656,1
2571115,96,4
2571165,86,1
2571173,86,2
2571173,90,1
2571181,1003,2
2571217,1,2
2571224,4,4
2571224,2383,1
2571228,1,1
2571228,17903,3
2571230,1,1
2571230,1037,4
2571232,96,2
2571283,99,1
2571304,11,1
2571305,2704,1
2571365,173,1
2571378,1037,5
2571378,29,2
2571412,25113,1
2571412,1229,3
2571432,131,3
2571436,20,1
2571449,143,4
2571456,65,5
2571456,1377,2
2571507,347,6
2571605,138,2
2571609,16,2
2571650,517,1
2571701,347,1
2571711,459,1
2571711,66,3
2571741,2383,3
2571745,95,3
2571745,1,1
2571751,2463,5
2571781,87,4
2571787,6749,3
2571787,26,2
2571808,767,1
2571840,15,4
2571847,11,1
2571853,1,2
2571897,2980,2
2571912,527,2
2571946,317,4
2571973,768855,1
2572023,527,1
2572023,586,4
2572093,1,2
2572123,1,1
2572239,555,1
2572255,50,1
2572268,74,1
2572269,135,3
2572277,38,3
2572277,2037,1
2572304,1,1
2572316,65,5
2572316,50,1
2572322,583,2
2572330,11,4
2572397,462,3
2572415,372,1
2572444,4368,5
2572474,17,2
2572500,1780,3
2572501,31,1
2572503,363,2
2572506,2980,2
2572537,425,1
2572612,31,2
2572637,46,3
2572675,1230,1
2572675,385,1
2572686,1,2
2572743,1433,2
2572749,345,2
2572823,3268,1
2572947,3169,1
2572947,48,1
2572992,1462,1
2572992,77,1
2573072,20113,4
2573092,347,1
2573106,256,2
2573171,577,1
2573196,71,3
2573196,50,2
2573220,26,2
2573220,31,2
2573226,1209,2
2573226,347,2
2573239,347,1
2573241,385,1
2573320,18613,1
2573325,16,1
2573349,1,1
2573350,332,1
2573369,2259,2
2573372,1,7
2573414,538,5
2573421,2463,2
2573428,1,1
2573435,2646,1
2573446,20,1
2573446,131,1
2573449,803,1
2573472,310,2
2573478,672,3
2573534,329,1
2573542,46,2
2573549,1,1
2573587,13125,2
2573607,760,1
2573627,1,1
2573657,93,1
2573667,28,1
2573671,1281,3
2573671,35434,1
2573688,672,1
2573688,21,2
2573698,347,2
2573698,3,1
2573701,561,3
2573710,347,1
2573736,347,2
2573736,530,1
2573737,795,1
2573746,66,1
2573763,2037,1
2573771,555,5
2573796,508,2
2573824,1,2
2573836,109,2
2573836,1532,1
2573852,47,3
2573853,52934,3
2573893,2980,1
2573905,556,3
2573912,31,3
2573912,39,1
2573917,1414,1
2573928,92,1
2573947,1,1
2573947,157,1
2574021,38,1
2574060,65,3
2574063,109,2
2574063,1,3
2574083,313,3
2574083,126,1
2574105,30267,1
2574116,11,6
2574145,59,1
2574145,96,1
2574183,6298,1
2574206,3425,1
2574206,96,5
2574266,556,1
2574306,88,1
2574325,6749,4
2574338,311,1
2574346,106,1
2574346,485,2
2574356,101,1
2574369,11,2
2574398,46,1
2574401,6,1
2574424,106,4
2574427,173,2
2574441,931,1
2574446,1229,1
2574446,2259,1
2574449,7748,4
2574487,106,1
2574498,12881,6
2574498,672,1
2574499,2463,2
2574524,106,2
2574535,96,1
2574535,86,1
2574564,66,1
2574587,4359,1
2574587,106,1
2574601,6315,3
2574601,3,2
2574625,96,1
2574646,106,2
2574685,289,5
2574722,41,1
2574742,106,8
2574760,494,1
2574785,106,3
2574785,1,2
2574839,747,2
2574864,68,1
2574894,30267,6
2574903,163,2
2574904,2383,3
2574904,338,3
2574915,399,2
2574929,2259,1
2574942,532,2
2574942,6,1
2574958,747,2
2574968,106,1
2574994,2463,3
2574994,127,3
2575012,694,2
2575014,411,3
2575107,1169,3
2575149,385,5
2575172,33,3
2575245,14504,1
2575249,19,1
2575270,539,1
2575272,43,2
2575272,6749,1
2575282,1219,2
2575307,2522,1
2575318,12881,2
2575318,730,6
2575362,9652,2
2575380,34320,1
2575391,167,2
2575405,79,3
2575420,383,1
2575420,173,1
2575438,1037,3
2575438,16,2
2575449,15023,2
2575468,68,2
2575478,66,4
2575485,527,1
2575485,6825,1
2575498,16,1
2575498,66,4
2575510,8,1
2575510,18,2
2575521,51,1
2575570,808,1
2575605,7583,2
2575605,52934,2
2575611,1,2
2575615,31,3
2575617,106,1
2575663,202,1
2575683,4119,1
2575688,76,2
2575724,52934,3
2575724,1,1
2575747,2463,1
2575747,186,2
2575760,1,2
2575788,66,1
2575791,1149,3
2575791,410,5
2575843,68,6
2575869,76,1
2575888,1012,1
2575897,71,10
2575966,88,1
2575972,1229,5
2575972,788,1
2575978,747,2
2576024,1229,8
2576107,44359,2
2576108,547,11
2576108,11,1
2576109,57,1
2576109,344,1
2576115,470,1
2576122,308,5
2576122,6117,3
2576211,6238,1
2576228,1,6
2576239,96,2
2576247,48,1
2576251,3425,2
2576319,2259,1
2576333,1387,1
2576359,11,2
2576375,1,1
2576388,1,2
2576411,641,22
2576482,89,3
2576482,37,1
2576501,1201,2
2576501,588,2
2576509,23,1
2576555,1144,3
2576555,1726,3
2576570,506,3
2576570,1,2
2576629,672,1
2576648,139900,1
2576649,1,1
2576787,3266,1
2576800,773,2
2576800,16,1
2576812,182,1
2576832,48,1
2576867,639,2
2576870,43,1
2576882,966,3
2576894,2251,1
2576939,103,3
2576972,2259,1
2576972,3425,3
2576975,1121,1
2576997,43,3
2577041,530,3
2577041,33,4
2577056,66,1
2577107,2095,1
2577127,1,2
2577127,605,4
2577133,3425,1
2577147,1229,1
2577152,58,1
2577171,385,3
2577184,31,2
2577193,43,2
2577233,3425,3
2577259,51,2
2577296,52934,1
2577301,672,1
2577303,1,2
2577354,4709,1
2577381,530,1
2577397,1494,3
2577397,76,1
2577432,2463,2
2577432,1,1
2577433,15,1
2577451,15068,2
2577473,911,2
2577486,1,2
2577499,38,1
2577499,31,1
2577605,145,2
2577627,86,2
2577687,645,1
2577687,107,1
2577695,1400,2
2577734,1,1
2577755,328,1
2577755,4061,1
2577796,645,10
2577796,3425,5
2577812,1061,1
2577822,3209,1
2577830,328,2
2577849,2095,1
2577849,1912,2
2577873,584,3
2577880,231,3
2577880,3209,1
2577887,66,1
2577893,166,1
2577907,328,1
2577938,4450,2
2577938,1,3
2577973,1,2
2577975,1,1
2578009,1,4
2578031,146,1
2578078,103,3
2578117,3554,1
2578117,4362,1
2578133,328,3
2578157,319,4
2578190,66,3
2578193,23191,4
2578210,869,1
2578219,38,1
2578227,119,2
2578242,310,1
2578242,62040,1
2578260,1229,1
2578321,2722,1
2578349,385,4
2578365,11,3
2578365,372,1
2578380,66,7
2578387,372,5
2578534,25,1
2578550,3831,3
2578582,833,2
2578588,560,2
2578593,1380,1
2578615,61,9
2578624,70,2
2578671,2463,8
2578671,1,5
2578699,506,1
2578726,839,1
2578747,289,1
2578754,3,6
2578757,86,2
2578776,1038,8
2578776,3554,3
2578780,1157,2
2578780,6330,4
2578808,1159,1
2578861,1,8
2578999,1229,1
2579012,231,5
2579012,1,3
2579022,106,4
2579074,1,1
2579085,33,1
2579088,4119,1
2579094,1350,4
2579107,482,4
2579107,530,2
2579128,106,2
2579152,521,1
2579164,2221,1
2579209,26,4
2579230,25,7
2579240,18,2
2579257,424,1
2579257,1,1
2579280,3402,4
2579305,5427,1
2579317,3554,2
2579318,4140,1
2579343,2072,1
2579343,363,1
2579357,173,4
2579368,2221,1
2579418,26241,1
2579491,161,5
2579491,1,1
2579515,519,1
2579542,91,3
2579542,86,2
2579565,1400,2
2579565,375,1
2579569,21688,10
2579569,310,2
2579579,304,4
2579579,5472,3
2579598,3344,2
2579650,28,1
2579657,68,9
2579693,63,1
2579725,12881,3
2579725,583,1
2579766,3402,3
2579766,351,2
2579799,188,3
2579822,528,5
2579844,4140,1
2579844,14504,2
2579882,516,5
2579945,347,1
2579970,601,1
2580014,1400,2
2580022,347,5
2580058,1,1
2580089,18,2
2580111,6749,5
2580186,6,2
2580229,821,4
2580231,173,4
2580269,149,1
2580295,1,1
2580349,107,1
2580365,26,1
2580374,2383,4
2580375,11,1
2580416,193,3
2580472,11547,4
2580491,1427,1
2580491,410,2
2580515,3,1
2580515,4963,2
2580519,5395,1
2580536,18,2
2580536,469,2
2580581,2383,5
2580603,6825,1
2580611,163,7
2580629,1,1
2580642,1064,1
2580642,66,1
2580654,347,2
2580659,464,1
2580659,21688,1
2580716,44,5
2580716,11,2
2580717,149,2
2580762,2463,3
2580763,3457,1
2580771,163,6
2580771,191,1
2580795,5565,3
2580841,347,2
2580841,1599,2
2580859,502,1
2580876,66,2
2580917,46,3
2580917,1,4
2580921,21,2
2580921,187,2
2580922,14830,2
2580932,1243,1
2580941,1081,1
2580980,11,2
2581011,410,2
2581014,972,1
2581036,23,2
2581036,2694,1
2581077,1038,1
2581077,142,3
2581088,46,1
2581141,161,5
2581200,3452,3
2581204,3,1
2581204,1,1
2581224,6749,5
2581224,50649,3
2581230,821,1
2581250,154,4
2581261,672,2
2581265,160,2
2581286,759,2
2581403,168,3
2581485,6298,1
2581493,372,2
2581493,22221,2
2581504,1149,1
2581521,257,1
2581586,8,1
2581586,8,3
2581589,538,1
2581647,2181,2
2581666,739,1
2581672,881,1
2581672,16,1
2581690,88,1
2581690,527,1
2581691,1172,1
2581745,1,1
2581769,140,9
2581769,881,1
2581770,1586,1
2581787,11,1
2581816,704,4
2581847,345,1
2581847,92,3
2581856,161,6
2581856,657,1
2581869,68,10
2581869,307,7
2581898,43,2
2581903,43,1
2581922,106,1
2581926,6,1
2581954,916,2
2581961,264,1
2582014,845,3
2582032,42,5
2582032,68,5
2582035,136,4
2582060,173,2
2582060,657,1
2582089,3487,2
2582089,142,1
2582132,136,15
2582132,3,4
2582145,1449,2
2582150,11,5
2582165,4361,2
2582235,53,1
2582253,68,4
2582342,11,1
2582367,94,2
2582409,82,2
2582524,1,1
2582539,108,2
2582549,17648,1
2582549,108,2
2582557,6,1
2582576,43,1
2582576,2095,1
2582580,49,2
2582591,2259,1
2582621,1227,2
2582634,26,1
2582696,19,1
2582696,46,2
2582701,149,1
2582730,25,1
2582745,156,3
2582773,21,1
2582773,14,1
2582799,672,3
2582822,399075,1
2582844,641,1
2582854,231,1
2582859,11,1
2582868,2185,2
2582868,50649,1
2582890,556,3
2582890,1061,1
2582894,6037,2
2582894,1,1
2582928,1037,2
2582967,532,2
2583018,8212,1
2583020,601,2
2583020,738,3
2583026,5957,1
2583072,147,1
2583072,151,8
2583122,2463,3
2583127,103,2
2583142,672,2
2583149,1037,1
2583168,106,2
2583168,2014,1
2583219,8,2
2583257,1,1
2583263,66,2
2583264,642,1
2583267,31,3
2583267,1467,1
2583292,4774,3
2583305,31953,1
2583350,11506,2
2583355,1638,4
2583367,3816,3
2583367,343,2
2583373,8,1
2583389,2980,3
2583400,818,1
2583417,2421,1
2583421,1229,3
2583525,151,3
2583530,4119,3
2583546,19,6
2583549,639,1
2583549,63,1
2583555,3816,6
2583583,2980,2
2583625,308,1
2583707,327,2
2583710,2463,1
2583732,20,3
2583746,797,1
2583746,161,4
2583770,310,1
2583770,38,4
2583785,1003,2
2583837,86,10
2583882,4558,3
2583943,41,1
2583946,6799,2
2583963,531,2
2583963,9566,4
2583973,21,1
2583973,28,2
2583982,1037,6
2583982,2980,2
2583993,1972,4
2584036,311,1
2584058,168,2
2584125,3132,1
2584172,2646,6
2584173,1577,2
2584173,77,1
2584182,671,1
2584199,1068,1
2584199,39,2
2584202,173,1
2584220,18,2
2584224,63,4
2584224,88327,2
2584251,671,2
2584264,13,1
2584267,485,3
2584274,1,1
2584274,2248,6
2584301,743,1
2584368,357,1
2584376,16,1
2584376,427,1
2584465,41,1
2584471,1,1
2584567,2095,2
2584567,2980,2
2584628,6037,3
2584628,8,3
2584647,322,2
2584647,146,3
2584661,530,4
2584661,11,7
2584663,11843,3
2584663,1754,1
2584742,2045,2
2584757,6825,2
2584777,1193,1
2584861,1775,7
2584863,79,6
2584890,11,4
2584896,23,1
2584925,530,2
2584937,11,14
2584937,151,4
2584946,254,1
2584978,605,1
2584978,136,1
2585001,5087,2
2585054,437,3
2585105,185,2
2585154,5087,2
2585195,161,3
2585195,16,3
2585205,1,3
2585211,485,9
2585221,310,2
2585221,828,2
2585245,4119,2
2585252,900,1
2585346,155,3
2585403,166,1
2585403,15068,1
2585439,773,3
2585446,672,3
2585472,6037,1
2585487,282,1
2585497,1193,1
2585511,45,2
2585537,46,1
2585546,11,4
2585567,62,2
2585615,86,1
2585652,6037,3
2585680,347,1
2585692,90,1
2585692,1,1
2585698,11,2
2585723,1142,3
2585734,5120,1
2585746,1004,1
2585746,2259,1
2585803,11,3
2585943,37014,1
2585943,5472,2
2585972,615,1
2586013,10964,9
2586013,368,3
2586042,601,1
2586045,1804,1
2586079,58,4
2586096,1555,2
2586111,2383,5
2586160,95,4
2586254,1068,4
2586263,1,1
2586295,200,2
2586306,164,1
2586306,431,2
2586357,1,1
2586384,1159,1
2586404,527,4
2586438,979,2
2586438,1,2
2586507,3402,3
2586552,19,2
2586552,401,2
2586564,170191,4
2586573,188,4
2586617,33797,1
2586666,1371,2
2586674,372,1
2586682,11,1
2586737,1400,4
2586737,1044,1
2586738,193,2
2586769,12881,3
2586769,168,9
2586773,919,3
2586778,556,1
2586875,328,2
2586875,1305,3
2586912,34,4
2586926,310,6
2586950,329,1
2586970,351,1
2586994,2681,1
2587010,1,5
2587010,37014,1
2587048,244,1
2587076,21,1
2587109,1,2
2587109,42431,1
2587125,11,1
2587157,173,1
2587160,28,3
2587168,173,1
2587182,88,8
2587198,586,1
2587198,855,1
2587251,839,2
2587286,43,2
2587310,310,1
2587325,645,2
2587357,505,1
2587357,3786,2
2587373,8,1
2587373,42,1
2587407,1093,7
2587407,1038,2
2587437,72,2
2587438,1,6
2587442,289,1
2587455,2694,2
2587474,12881,2
2587475,161,3
2587488,121,1
2587502,33797,1
2587541,16,6
2587562,1305,4
2587615,3598,2
2587633,43,7
2587635,293,9
2587645,802,3
2587686,738,3
2587690,69,1
2587702,330,1
2587709,433,10
2587709,5455,1
2587721,59,6
2587721,203,2
2587723,11,2
2587778,198,2
2587814,101,1
2587854,8,2
2587856,1195,1
2587857,21,1
2587878,156,4
2587878,1159,1
2587880,1037,6
2587896,11,1
2587896,92,3
2587904,161,3
2587930,21,2
2587930,3402,3
2587945,3452,1
2587956,66,1
2587965,470,1
2587965,6748,6
2588013,2221,3
2588013,62,1
2588021,200,1
2588025,841,2
2588035,494,2
2588052,3831,1
2588118,2030,1
2588228,1,1
2588298,161,12
2588298,1,3
2588341,1387,3
2588355,1219,2
2588399,101,2
2588424,21,1
2588504,50649,2
2588536,1452,5
2588536,621,3
2588557,16,1
2588558,173,1
2588558,99,1
2588592,66,1
2588594,31953,2
2588595,481,3
2588595,18128,2
2588618,2300,1
2588634,5927,1
2588699,6037,5
2588699,11,1
2588743,15600,1
2588788,8207,3
2588788,18,1
2588823,273,1
2588826,10621,1
2588826,18128,1
2588878,31,3
2588892,1,1
2588903,1243,3
2588964,329,1
2588967,1978,1
2588996,11,9
2589069,1,1
2589076,203,3
2589083,1452,1
2589083,3402,1
2589100,48,4
2589100,11,15
2589150,1452,1
2589184,228,2
2589184,228,1
2589194,645,1
2589198,3402,2
2589198,68,7
2589214,21,3
2589214,140,2
2589282,37014,3
2589295,2260,2
2589318,181,1
2589357,483,1
2589434,1230,3
2589501,86,2
2589508,1287,1
2589509,1174,5
2589509,95,7
2589523,6405,2
2589532,2304,4
2589532,31,1
2589567,31,7
2589588,7583,1
2589597,173,1
2589624,1195,1
2589624,337,1
2589668,308,3
2589668,156,2
2589674,347,2
2589678,150,2
2589680,1029,1
2589684,1,1
2589684,491,2
2589749,135,17
2589812,126,6
2589821,46,4
2589821,313,2
2589845,695,9
2589845,308,5
2589847,20,1
2589860,1159,1
2589882,3019,1
2589882,979,4
2589903,1955,1
2589903,704,1
2589913,133,2
2589922,4196,1
2589937,272,2
2589937,979,1
2589941,161,2
2589954,46,1
2590034,813,1
2590085,5120,4
2590107,2095,2
2590126,2463,2
2590168,3,1
2590181,46,3
2590220,2324,1
2590249,11,3
2590267,16,1
2590334,151,5
2590382,1087,2
2590382,39,1
2590407,41,2
2590435,126,1
2590475,7230,2
2590476,319,3
2590476,5087,1
2590487,1,2
2590553,1,2
2590553,608,8
2590585,556,1
2590585,371,2
2590593,31,1
2590598,6171,2
2590620,1149,3
2590642,493,2
2590642,707,2
2590651,2463,6
2590656,93,1
2590676,282,1
2590676,388,1
2590809,3,1
2590879,1,1
2590902,1229,1
2590923,31,1
2590942,1,6
2590978,113,1
2590983,932,1
2590983,31,1
2590984,142,1
2590994,2221,1
2591070,10293,1
2591093,113,2
2591124,11,1
2591149,56,3
2591163,5087,3
2591163,66,1
2591164,66,2
2591177,289,1
2591185,1848,1
2591213,1467,1
2591246,1,3
2591246,3613,2
2591298,21469,2
2591298,10576,1
2591308,2980,1
2591345,3,2
2591345,66,1
2591357,9679,2
2591357,122,2
2591360,131,1
2591368,11,2
2591375,20,1
2591376,1142,3
2591384,1348,1
2591392,81,3
2591392,1997,2
2591412,51,2
2591429,3765,1
2591446,433,1
2591506,1229,2
2591589,1111,3
2591612,3,1
2591627,1068,1
2591627,626,2
2591646,3035,2
2591655,1041,1
2591665,1227,2
2591665,408,1
2591688,3,1
2591688,16,2
2591705,1037,2
2591735,3816,2
2591735,310,1
2591796,801,1
2591832,3425,1
2591832,3,1
2591838,5716,3
2591838,96,3
2591872,61,1
2591885,173,1
2591886,107,1
2591925,590,3
2591935,3425,1
2591974,3425,3
2591974,96,3
2591979,5087,2
2591985,2383,2
2591990,1227,1
2591990,271,1
2591991,597,1
2592014,672,1
2592015,980,1
2592028,13,3
2592059,3433,2
